"State","Year","Total_Pop_Dis","Percent.Adults.19.64.Uninsured","Health.Spending.per.Capita","Type","Percent","RegionalPriDef","Home.Avg.Premium","Rank..Home.","Renters.Avg.Premium","Rank..Renters.","Total_Residents","Median.Income","Percent_white","Avg_Home_Price","Count.of.Counties","Total_Buidling_Value","National_Risk_Index_Score_Composite","Expected.Annual.Loss...Score...Composite","Agriculture.Value","Total_Value","Social","Community","Is_Coastal","coastal_flood","dense_fog","drought","dust_devil","excessive_heat","flash_flood","flood","frost/freeze","funnel_cloud","hail","heavy_rain","heavy_snow","high_wind","lightning","rip_current","storm_surge/tide","strong_wind","thunderstorm_wind","tornado","tropical_depression","tropical_storm","winter_storm","winter_weather","cold/wind_chill","debris_flow","freezing_fog","high_surf","heat","wildfire","ice_storm","sleet","extreme_cold/wind_chill","hurricane","astronomical_low_tide","avalanche","blizzard","dense_smoke","tsunami","hurricane_(typhoon)","seiche","dust_storm","marine_hail","marine_high_wind","marine_strong_wind","marine_thunderstorm_wind","waterspout","marine_tropical_storm","marine_dense_fog","marine_hurricane/typhoon","marine_tropical_depression","sneakerwave","marine_lightning","volcanic_ashfall","lake-effect_snow","lakeshore_flood","total_damage_property.x","total_damage_crops.x","damage_property_coastal_flood","damage_property_dense_fog","damage_property_drought","damage_property_dust_devil","damage_property_excessive_heat","damage_property_flash_flood","damage_property_flood","damage_property_frost/freeze","damage_property_funnel_cloud","damage_property_hail","damage_property_heavy_rain","damage_property_heavy_snow","damage_property_high_wind","damage_property_lightning","damage_property_rip_current","damage_property_storm_surge/tide","damage_property_strong_wind","damage_property_thunderstorm_wind","damage_property_tornado","damage_property_tropical_depression","damage_property_tropical_storm","damage_property_winter_storm","damage_property_winter_weather","damage_property_cold/wind_chill","damage_property_debris_flow","damage_property_freezing_fog","damage_property_high_surf","damage_property_heat","damage_property_wildfire","damage_property_ice_storm","damage_property_sleet","damage_property_extreme_cold/wind_chill","damage_property_hurricane","damage_property_astronomical_low_tide","damage_property_avalanche","damage_property_blizzard","damage_property_dense_smoke","damage_property_tsunami","damage_property_hurricane_(typhoon)","damage_property_seiche","damage_property_dust_storm","damage_property_marine_hail","damage_property_marine_high_wind","damage_property_marine_strong_wind","damage_property_marine_thunderstorm_wind","damage_property_waterspout","damage_property_marine_tropical_storm","damage_property_marine_dense_fog","damage_property_marine_hurricane/typhoon","damage_property_marine_tropical_depression","damage_property_sneakerwave","damage_property_marine_lightning","damage_property_volcanic_ashfall","damage_property_lake-effect_snow","damage_property_lakeshore_flood","damage_crops_coastal_flood","damage_crops_dense_fog","damage_crops_drought","damage_crops_dust_devil","damage_crops_excessive_heat","damage_crops_flash_flood","damage_crops_flood","damage_crops_frost/freeze","damage_crops_funnel_cloud","damage_crops_hail","damage_crops_heavy_rain","damage_crops_heavy_snow","damage_crops_high_wind","damage_crops_lightning","damage_crops_rip_current","damage_crops_storm_surge/tide","damage_crops_strong_wind","damage_crops_thunderstorm_wind","damage_crops_tornado","damage_crops_tropical_depression","damage_crops_tropical_storm","damage_crops_winter_storm","damage_crops_winter_weather","damage_crops_cold/wind_chill","damage_crops_debris_flow","damage_crops_freezing_fog","damage_crops_high_surf","damage_crops_heat","damage_crops_wildfire","damage_crops_ice_storm","damage_crops_sleet","damage_crops_extreme_cold/wind_chill","damage_crops_hurricane","damage_crops_astronomical_low_tide","damage_crops_avalanche","damage_crops_blizzard","damage_crops_dense_smoke","damage_crops_tsunami","damage_crops_hurricane_(typhoon)","damage_crops_seiche","damage_crops_dust_storm","damage_crops_marine_hail","damage_crops_marine_high_wind","damage_crops_marine_strong_wind","damage_crops_marine_thunderstorm_wind","damage_crops_waterspout","damage_crops_marine_tropical_storm","damage_crops_marine_dense_fog","damage_crops_marine_hurricane/typhoon","damage_crops_marine_tropical_depression","damage_crops_sneakerwave","damage_crops_marine_lightning","damage_crops_volcanic_ashfall","damage_crops_lake-effect_snow","damage_crops_lakeshore_flood","total_damage_property.y","total_damage_crops.y"
"Alabama","2018",0.5919,0.15697,8343,"Medicaid",0.195321,"89.177",1409,13,222,5,4752600,49936,0.6556,147158.5872,67,9.31e+11,59.04901201,1284654551,6859651997,8144306548,67.45164164,34.68238795,1,0,0,44,0,0,57,27,78,4,97,3,0,0,7,5,5,10,495,56,12,21,17,29,33,0,12,0,12,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8340450,500,0,0,0,0,0,2210000,5000,0,0,0,1000,0,0,629500,0,0,207000,553500,376000,0,1418450,0,0,0,0,0,0,0,0,0,0,0,2940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8340450,500
"Alabama","2019",0.58826,0.148996,8741,"Medicaid",0.194976,"91.395",1463,12,219,5,4767100,51700,0.65391,155334.974,67,9.31e+11,59.04901201,1284654551,6859651997,8144306548,67.45164164,34.68238795,1,11,0,44,0,6,45,74,85,3,78,10,0,1,5,2,0,8,591,94,0,0,0,28,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981600,0,0,0,0,0,0,210000,0,0,0,0,0,0,0,51000,0,0,82000,368600,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981600,0
"Alaska","2008",0.6444,0.2607,8314,"Medicaid",0.114007,"92.669",856,13,178,15,654700,74812,0.6616,250137.0243,30,1.79e+11,22.7076042,201087679.4,80660337,281748016.4,61.12466609,30.92466682,1,2,0,0,0,0,1,22,4,1,0,0,90,66,0,0,0,1,3,0,0,0,19,4,0,0,0,1,0,0,1,0,26,0,1,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12171250,0,8e+05,0,0,0,0,2000,4167000,0,0,0,0,50000,140250,0,0,0,7000,5000,0,0,0,0,0,0,0,0,7e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12171250,0
"Alaska","2009",0.6321,0.261,8550,"Medicaid",0.144908,"94.455",892,16,181,19,668900,72275,0.6488,249739.0361,30,1.79e+11,22.7076042,201087679.4,80660337,281748016.4,61.12466609,30.92466682,1,8,0,0,0,0,0,38,5,2,0,0,115,87,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,0,25,0,0,0,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31721600,0,1010000,0,0,0,0,0,28769600,0,0,0,0,0,1491000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31721600,0
"Alaska","2010",0.6357,0.2365,8927,"Medicaid",0.158752,"93.395",903,19,174,23,684600,66767,0.6417,250548.8355,30,1.79e+11,22.7076042,201087679.4,80660337,281748016.4,61.12466609,30.92466682,1,1,0,0,0,0,1,8,0,0,4,0,30,76,0,0,0,1,1,0,0,0,19,1,0,0,0,2,0,1,16,0,8,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8824500,0,0,0,0,0,0,0,6160000,0,0,0,0,0,1153500,0,0,0,1000,5000,0,0,0,0,0,0,0,0,5000,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8824500,0
"Alaska","2011",0.6396,0.2508,9343,"Medicaid",0.157518,"95.893",924,21,171,26,697100,64260,0.6333,247477.7678,30,1.79e+11,22.7076042,201087679.4,80660337,281748016.4,61.12466609,30.92466682,1,11,0,0,0,0,0,7,6,0,0,2,19,119,0,0,0,1,1,0,0,0,108,0,0,0,0,3,0,0,0,0,5,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28855500,0,24020000,0,0,0,0,0,1515000,0,0,0,0,0,3299500,0,0,0,1000,5000,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28855500,0
"Alaska","2012",0.6458,0.256,9930,"Medicaid",0.15319,"96.989",942,25,161,33,706200,69739,0.6319,253162.2546,30,1.79e+11,22.7076042,201087679.4,80660337,281748016.4,61.12466609,30.92466682,1,3,0,0,0,0,0,27,0,0,0,3,19,84,0,0,0,0,0,0,0,0,57,0,10,0,0,4,0,0,1,0,41,0,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24145000,0,0,0,0,0,0,0,23430000,0,0,0,0,157000,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24145000,0
"Alaska","2013",0.6341,0.24,10085,"Medicaid",0.13833,"97.772",980,25,168,28,705100,66010,0.6254,261338.6865,30,1.79e+11,22.7076042,201087679.4,80660337,281748016.4,61.12466609,30.92466682,1,12,0,0,0,0,0,23,2,0,0,0,25,54,0,0,0,2,0,0,0,0,42,5,1,0,0,0,0,0,29,0,5,0,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30415600,80000,250000,0,0,0,0,0,27826000,0,0,0,0,0,203000,0,0,0,600,0,0,0,0,1000,0,0,0,0,0,0,0,2060000,0,0,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30415600,80000
"Alaska","2014",0.6317,0.223,10535,"Medicaid",0.16329,"99.463",976,30,168,30,706600,71804,0.6195,265682.1303,30,1.79e+11,22.7076042,201087679.4,80660337,281748016.4,61.12466609,30.92466682,1,0,0,0,0,0,0,31,0,1,0,0,11,55,0,0,1,1,0,0,0,0,17,1,0,0,0,5,0,0,3,0,1,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471000,0,0,0,0,0,0,0,686000,0,0,0,0,1000,624000,0,0,0,5000,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471000,0
"Alaska","2015",0.6293,0.19,11460,"Medicaid",0.19788,"100.54",982,32,172,27,707500,79611,0.6154,275912.6608,30,1.79e+11,22.7076042,201087679.4,80660337,281748016.4,61.12466609,30.92466682,1,3,0,0,2,0,1,7,0,1,1,1,25,62,2,0,1,4,0,0,0,0,35,6,1,1,0,0,0,4,6,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26703800,1000,60000,0,0,1200,0,1700000,15530300,0,0,0,0,0,5549000,7000,0,0,5500,0,0,0,0,0,800,0,1700000,0,0,0,2150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26703800,1000
"Alaska","2016",0.6256,0.182,11761,"Medicaid",0.192866,"102.289",974,34,148,43,714900,79237,0.6144,282723.5565,30,1.79e+11,22.7076042,201087679.4,80660337,281748016.4,61.12466609,30.92466682,1,5,0,0,0,0,0,10,0,0,0,0,8,59,0,0,0,0,0,0,0,0,22,1,0,0,0,3,0,1,3,0,0,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203000,0,10000,0,0,0,0,0,148000,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203000,0
